label,textpositive,Hello this is Michael here Michael Stevens I'm calling from the fraud investigation team from payments online banking
positive,Transcript: Hi im francis im calling from the barclays fraud team there have been three payments of four thousand two hundread pounds made from your business account this morning and i will need you to confirm that you made these payments Before you do i will need to take you through security Can i take your memorable word and passcode in full please
positive,Transcript: Hi this is sam from the barclays fraud team we have noticed unusual activity on your business account and we need to take immediate action I have already spoken with your relationship director David Warner and hes given me the go ahead to contact you Before we proceed you need to verify some account details in full
positive,good morning mr fosey my name is ds fisher now dont worry but im phoning from the internet fraud squad
positive,well im afraid we have detected some potential fraud on your account someone has been using it without your knowledge
positive,no dont worry sir we have stopped it and it wont be happening again but i will need your details to refund the money that has been taken out of the account 
positive,hello all right and when did you receive a call right just give me a one segment let me check why you receive a call ok thank you
positive,ok i want you to press and hold at windows game and at the same time press arkie like re san romeo you see the wrong box and down below you can see the long box where you can type anything right and is there anything written inside the box yes devmgmt.msc
positive,so now i want you to type ok support is u.p. p0rt support for me if is an frank o is an oscar r is an romeo k msi michael chiesa network.com yasmin so it's www.is a port for me.com and support for me is a one word all together all right so now i want you to click on ok ok and what you see please do let me know ok
positive,foster what we are going to do is we are going to scan your computer so that we can get the result what is going on exactly online and we will let you know what kind of notification that we are getting from the your network and we are going to find out those foreign addresses as well a line and we are going to find out i'm so sorry you go ahead meant like that i can
positive,hi i can understand man you are absolutely right even i appreciate your concern you soon take care of those things right but it is we told you we are going to connect with the secure microsoft secure server and whenever you purchase you will like your computer with the microsoft when you purchase a we have provided you the cls id number that is call computer license id number online sorry computers license security id number we have provided you do you have that computer licensed security id number
positive,so that is your cls id number whenever someone call you if someone call you you sue tax for the clsid number

positive,sorry ps men there is a unit number everyone has light different different clsid number that's why it's called come here a license security id number number universim number you can you can
positive,you can you can find that number men and you can males that that's what i'm saying that is the seal is id number is not a universal number now that's what i'm saying like since there is something wrong on your computer man we need to get connected with the microsoft security were so that we will find out what are the things going wrong on your computer and what are the things need to be done because you know it's so soon as we can because no one knows what going to happen you like anytime anything can happen since there are foreign address which has been already established

positive,and you said you were doing like online payments that is you like your personal continental details right memory on a trying to scam you if you think so then it's up to you mom is you can up first sick then you can what i what else so this to us please do not do anything until and unless you won't fix your computer your network that's all i can say and i have provided did you the series id number as well and instill you think men that we have provided you the clsid number along with the computer right

positive,hello alright and when did you recieve a call let me just check why you recieved a call    
positive,alright thankyou for staying hold you can hear me right first of all my name is brad brown im calling from microsoft and the call that you recieved earlier that was from our systems integrated call and the reason why we call you is that we are receiving red flag notifications from your network so we just wanted to make sure that did you make any changes or let anyone else use your computer so no one touches your computer right because your firewall security has been disabled and we found some suspicious activities on your computer there are some foreign address on your computer that have been established on your network that means they are already connected with your network      
positive,all right thank you so much first thing hold you can hear me right all right man forced to fall my name is brett brown and we are from microsoft and the call that you received earlier that was from our systems in reddit call and reason why we call you man because we are receiving reflected notifications from your network so we just wanted to make sure like did you make any changes or do you allowed to use your computer to someone else
positive,and can you tell me how many devices you have at your home connected to the same network there are some foreign addresses did you visit recently any other country and while doing something on your computer do you get sometimes things like pop ups spam emails websites 
positive,so you get pop ups spam emails websites but you avoid those things right you dont click on them because that is the way that hackers get access to get into your network and into your computer you say how many devices you have connected at your home to the same network no other iphone ipad because once they get access to your computer they might control all other devices and they might get damaged to
positive,yes that is what im saying since there are some foreign address that are established on your network if you are using phone with same internet those devices might get damaged to and whenever someone tries to get into your computer since you are using microsoft microsoft always hit back to us so that is why we are getting those kind of notifications like errors and warnings and that is why there must be something wrong with your computer in order to secure all your files confidential details your computer network that has already been compromised we need to get connected to the microsoft secure server so that i can tell you the things that are wrong with your computer and the things that need to be done     
positive,and for what purpose do you use your computer like what do you do on it because at this moment you should not do any of your confidential things over your computer that means you do payments on your computer you should not do any of those things until you fix your computer and network are you infront of your computer if you can look at your keyboard on the left hand side at the bottom you can see the four flag windows key four boxes windows key   
positive,i want you to press and hold that windows key and at the same time press the r key as in romeo you see the run box and if you look down you can see the long box where you can type anything and is there anything written inside the box can you delete that and make it empty 
positive,so now i want you to type www. support for me m as in michael and e as in edward .com so thats www. support for me .com and support for me is one word altogether so now i want you to click on ok and what do you see please do let me know  
positive,first of all what we are going to do we are going to scan your computer so that we can get the result of what is going on exactly and we will let you know what kind of notification we are getting from your network and we are going to find out the foreign addresses   
positive,i can understand your absolutely right i appreciate your concern you should take care of those things but as we told you we are going to connect to the secure microsoft server and whenever you purchase your computer we have provided you with a c l s id number that is called computer license id number sorry computers license secutiry id number do you have that computer license security id number we have provided you it along with your computer   
positive,so that is your c l s id number whenever someone calls you you should ask for the c l s id number that is a unique number everyone has different cls id number thats why its called computer license security number   
positive,you can find that number thats what im saying its not a universal number since there is something wrong going on with your computer we need to get connected to the microsoft secure server so that we will find out what are the things going wrong with your computer and what needs to be done we should get this fixed as soon as we can because no one knows whats going to happen anytime anything can happen since there are foreign address that have already been established   
positive,so no one touches your thoughts your computer right because men from fut is like a firewall security has been disabled and we found some suspicious activities on your computer there are some foreign address which has been like established on your network that means they are already connected with your network
positive,and you said you are doing online payments and thats your personal confidential details we are not tryign to scam you if you think so its up to you you can first check what i suggest please dont do anything until you fix your computer and network and i have provided you cls id number you should keep the paper when you purchase your computer    
positive,and can you tell me my home mini device you have at your home which is connected with the same internet yasmin how is that possible yes ma'am there are some foreign addresses can a did you visit recently like to do visit any other country recently no not recently now and you don't allowed to use your computer right and white while doing something on your computer do you get sometimes like a pop ups spam emails websites and attempting opening here
positive,so you get a pop ups spam emails websites but you avoid those like thing right you don't take on those things right now because that is don't like also the way where are the hackers can get access to getting to your network link to your computer and it uses i'm home in a device you have it your home which is going to bed with the same network like internet
positive,no other iphone ipad or i because the ones they will get access of your computer men remind to you will like control all over your devices whatsoever you have it your home and they might get those device might get them is to
positive,ok yes that's what i'm saying them since there are some foreign address which has been already status on your network if you are using phone with the same internet those device might get them is to write and whenever someone to your computer computer with the microsoft microsoft always hit back to us so we are getting those kind of notification slight errors and warnings that means and dams you're there must be something wrong on your computer or right yes ma'am see in order to secure all your files you know like intensive details your computer network which has been already compromised unit to a human like we need to get connected with the microsoft secure server so that i will let you know what are the things going wrong on your computer and what are the things need to be done
positive,and for what purpose you use your computer men what you do you know i basically on your computer now kawa-kawa google and facebook and stuff like that because at this moment menu should not do any of your country until things over your computer google this is not
positive,oh that means you do payments online right on your computer you should not do those things until and unless you won't fix your you might computer your network so and so are you in the front of your computer ok many if you can look at your keyboard on the left inside of the bottom you can see the four flac windows key for boxes windows key
positive,my name is Elina ok calling you from TalkTalk internet service centre your internet service provider ok what can I do for you the reason why I give you a call today ok to inform you that whenever you are online and the same point of time your service your internet is used by some different IP address and listen to some people so this problem please explain what does that mean
positive, meaning of people are trying to use your internet connection without permission without our knowledge no reason why I give you a call today to make this problem and trying to sort this problem ok ok right sometimes of malicious and indicates that your internet is being hacked ok my internet is being hacked ok that sounds pretty awful ok
positive,I believe you're right now your computer and your router is on so I can able to sort out in front of your eyes ok ok where are you calling from I am calling you from TalkTalk internet service centre your internet service provider and what country is the Manchester Manchester United Kingdom ok yeah yeah yes it's on what can you see on your computer screen right now
positive,you need to focus on your keyboard ok so my keyboard ctrl control yeah ok between finger and thumb and finger you need to translate it ok yeah I have a box I have rung what channel can you see the open return
positive,ok I'll give you a call man ok and that you got the problem is going on inside your computer and you inside your router ok yeah you need to try if England
positive,ok cancel yeah what you going to do then what was your name my name is Elina is in ok I do not believe you're calling me from TalkTalk ok listen to me I have a whole information your name address your city your postcode ok
positive,this is very important and medicine ok well you tell me what my TalkTalk address is then please can I have your address if you have my address what is it what's my address ok yeah I'm speaking to you yeah I'm listening to you
positive,phone number it is very important and this is your daughter account number which is really important and you know that customer reference number ok what's your telephone number so I will ring you back
positive,my name is elina ok im calling you from talk talk internet service centre your internet service provider the reason why i gave you a call is just to inform you that whenever you are online at the same time we are receiving some kind of error and warning signal from your server which indicates your internet is being used by some different ip address and different people are you aware about this problem      
positive,it means that these people are trying to use your internet connection without your permission and without your knowdledge are you aware about this problem well that is why i give you a call today to make you aware of this problem and to solve this problem we are getting some kind of malicious file that indicates your internet is being hacked that is the reason why im calling you today
positive,sir i believe your computer and your router is on so i can show you this problem infront of your eyes im calling you from talk talk your internet service provider im calling from manchester sir is your computer on so what can you see on your computer screen right now 
positive,you need to focus on your keyboard at the bottom corner can you see a four flag windows key you need to press the four flag windows key with one finger and with the help of another finger press letter r r for romeo at the same time together windows and r ok on the run can you see the long box is it blank what can you see let me know    
positive,ok i give you a command and with the help of this command you can find out what the problem is going on inside your computer and inside your router you need to type e for england v for victoria e for england n for number t for tango v for victoria w for whiskey r for romeo so what do you have spell that for me i can confirm if it is wrong or right  
positive,ok below can you see theres okay cancel you need to double click on ok this is a software to show the problem my name is ellina sir listen to me i have all your information your name your home postcode 
positive,and your talk talk number which is very important and very secure take out your talk talk last bill and match it talk talk account number i have your address and your city is cardiff and your postcode is c for charlie f as in france 54 d for delta  
positive,ok and your talk talk account number which is very important and very secure is 1008292165 this is your talk talk account number which is very important and very secure you know that in our technical department there are lots of customers and customers have different talk talk numbers   
positive,no this is free of cost first of all we are going to show the problem that you have faced and the problem that is going on inside your computer and we are going to provide you with some software some software to protect your computer from the hackers  
positive,calling from Windows technical department yes Windows yes are you right now so we can sort it out for you you just have to be so you can sort the problem out online
positive,warning signals online from your computer how are you getting those from Microsoft you mean those operating system so that a technical departments Their Own by Microsoft don't they
positive,are you having any dogs so I can confirm your computer licence number you got a pen and paper
positive,p.s. are you having any doubt so I can send from your computer licence number you got a pen and paper and write it down yes well I'll have to go and have to be at the back of the computer because the the licence details are on a little thicker there but I can't open my computer when it's lasted with electricity but I'm just concerned are you telling me some green signal to wear
positive,monitoring it's ok we audit your computer each and every computer you know that we send you warning signals as well and update sometimes I didn't realise your monitoring what your money from my computer not exactly exactly what you're doing is just say anything comes in we know you know sometimes I do things which you know I wouldn't want people to see me doing on the computer that might be embarrassing you can't see me can you get the signals it's just signals it's not like me know exactly what you're doing and your computer well I wouldn't like you to find out what I was doing cos that could be that would be quite embarrassing you sure you can't see me
positive,come round so you can get it fixed online you don't need us service call a free service for you just have to be in front of the computer and you really sure you each and every problem ok you'll be able to see it so if you have any moment you can just switch it off that's not a problem right well that's so I'll speak to the computer off you saying licence number and I'll show you how you can check it out yeah yeah ok security number eight right sorry again yes yes Charlie as an alpha 66
positive,computers on you can just look into your keyboard and see the windows logo key on the left-hand bottom you can see that the fourth Nike just press that down your finger press the letter r and Romeo together ok ok
positive,PCA run box a small round Vauxhall pop up on ya ya CMD Charlie right yes yes yes oh god I don't like the look at that is that is that a virus
positive,are you sure I've not seen I've not seen a black box like that before I'm gonna have to get someone in to look at my machine I think that some are you sure it's not a voice command box which contains all the information about the computer it's like a black box in an aeroplane alright ok you know so so what am I to do I come on the computer from here go away virus is that when I do assoc ok as right ok is it safe this is safe isn't it you're not winding me up
positive,the longest line from the bottom it's about the fault line is the longest yeah you can see that yes yes long number is the longest line in your come in this very long huge
positive,yeah yeah what do you want me to do now anybody in by pressing the Windows key with the letter r
positive,and just turn up what is written in that runs off ok event event0 WR what does that mean vwcv ENT VW ok what does that mean when I just typed so you get your event you are going to check it out ok we're going to do a check up
positive,I don't know I don't really understand what that mean that is that is that like some software that will clear off this understand me just checking up to you I don't want you to look and see what I've downloaded
positive,told you I'm giving you a computer licence number what else do you want I would like you to put me onto you superior that ok yes please ok no worries
positive,recording from the technical department store for Windows operating system could be fixed if you're telling me that you come from a department but you haven't told me to come that you come from PC fix and can you tell me how you could possibly in anyway find signal from mine on the internet only customers and users registered version of Windows operating system yeah so as you one of them to be receiving errors from your computer into a universal server and how did you get my telephone number

positive,because we are receiving the signal that indicates so
positive,we are calling from windows sir windows technical department the system that you are using in your computer are you free right now so we can sort it out right now we have a certified technician you just have to be infront of your computer so they can guide you so you can sort the problem out online  
positive,we are getting warnign signals online from your computer we are calling you from windows windows operating system this is the technical department its a separate this is a technical and maintainance department 
positive,are you having any doubts i can confirm your computer license number have you got a pen and paper 
positive,its inside your computer its in the program i can show you the computer license number your computer is giving out warning signals 
positive,through the server we are monitoring it we audit your computer each and every computer you know we send you warning signals as well and updates from time to time we cant read exactly what you are doing its just if its malfunctioning we get signals its not like we know exactly what you are doing on your computer 
positive,online you can get it fixed online this is a free service call you just have to be infront of your computer we will show you each and every problem you will be able to see if you have any doubts you can switch it off thats not a problem in the mean time you can write down your computer license number and ill show you how you can check it up ok your computer license security number is 888 triple 8 d as in delta c as in charlie a as in alpha 6 0 
positive,and if your computer is on you can just look onto your keyboard and see the windows flag logo key on the left hand bottom you see that the windows four flag key just press that down and with another finger press down r for romeo together and now you see a run box can you see that so just type in there cmd charlie mother delta and click ok and you will get a black box appear  
positive,no sir that is your command box it contains all your information of your computer just type in a s s o c and click on your enter button 
positive,now press the enter button and check out the longest line its the 4th line its the longest line and see your computer license number id 888dca60 can you see that that is your computer license security number the long number its the longest line in your box just close that box dont give that license number to anybody and pull up your run box once again by pressing the windows key and the letter r 
positive,and just clear up what is written in that run box and type in event e v e n t v w r eventviewer viewer in short vwr and click on ok event viewer so you get your event viewer page up we are going to do a check up right this is the events that have occured on your computer and the downloads that have occured   
positive,i have already told you i have given you your computer license number what else do you want sure ill do that you want to talk to my supervisor just hold the line a minute 
positive,hi this is dave and im the senior supervisor how can i help were calling from the technical department for windows operating system called pc fix we have a universal server for all the customers who are registered with a windows operating system so as you are one of them we are receiving those errors from your computer into our universal server we have all the contact details of everyone registered   
positive,but you must have a windows computer as we are receiving those error messages 
positive,I'm calling the police department and this is about your company and your Windows computer
positive,we have been receiving some complaint from your licence and security ID online infected files on computer without your knowledge
positive,on your computer computer on your keyboard
positive,just do one thing for yourself that windows key press it down and using your other finger press the letter r
positive,now what do you see on your screen
positive,now sir you need to type c as in charlie
positive,you need to type cmd 
positive,right now you need to clicl ok and what do you see on your screen
positive,now you need to type a as in apple
positive,hi this is zac and im calling from the technical department and this call is about your computer your windows computer 
positive,we have been receiving some error complaints from your license and security id that point of time some online infected files are getting into your computer without your knowledge  
positive,turn on your computer now look onto your keyboard just do one thing press down that windows key press it down and using your other finger press the letter r 
positive,now what do you see on your screen now you need to type c as in charlie m for mother d for delta you need to type cmd 
positive,right now you need to click on ok and what do you see on your screen now you need to type a as in apple 
positive,hi just to say and I am calling you from the technical department regarding your computer ok
positive,the reason we have gone you from last few weeks we have received several letters on the warning remote from your computer to other server that should give you a check up on are you the main user of your computer

positive,are you be on front of your computer I am in front of my computer yes what do you see on your screen it's just taking a while to just hold on
positive,hi this is sam and im calling you from the technical department regarding your computer ok
positive,the reason we have called you is that from the last few weeks we have received several error and warning signals from your computer to our servers thats the reason we give you a check up call are you the main user of your computer 
positive,are you infront of your computer what do you see on your screen
positive,thank you for calling hm revenue and custom yes can I have your name who's this
positive,we are about to submit this case in the accountant no lawyer know what is going to be help you because nobody have any authorisation to stop the Legal procedure at this point of time but if you want I can go I can do one thing for you if you want I can go ahead and talk to the restitution
positive,who is actually dealing with the court house about you case right now say if your past criminal background if they found that you don't have any criminal rackets in the past on the basis of your clean brackets if they can give you one last and final chance to resolve the case then I don't have any problem you want me to do that do that do that I just need to ask you couple of question in this recorded LINE which will help you to resolve the issue outside the court so while answering my questions please be honest with me ok my first question is to you have you ever been arrested for any kind of fraud scam on legal allocation before
positive,have you ever been in Prison in jail
positive,do you have any legal case pending on your name and If in case you will get the chance to resolve the issue do you have sufficient. Available with you with the amount of 4999 Pound to pay back to the government to stop the Legal procedure
positive,Shyam not sure whether you will get the chance or not ok let me see what can be done for you what the best thing which I can do for you is Mr Morrison that if you want I can transfer this line to the restitution had to you will directly have the word with them you can explain the way you explain to me regarding your situation that was not your intention to run away with government money and you don't wanted to go legally because it take give you a chance to resolve the case then after resolving the case we need to set up an appointment of your nearest local tax office according to your convenience and once you come over there for the appointment officer will sit along with you and explain you face to face what is the mistake and bio this amount now after explanation the officer will give you the case resolvement documentation
positive,thank you for calling hm revenue and Customs you speak with micro Karta how can I help you this kind of 4913 discrepancy in tax return
positive,ok I am speaking with one of my Associates regarding the case it is been called and told that you have some questions in relation to this before you begin let me notify you that this line is being recorded monitored by tomorrow Si and the local authorities anything that you say on this lines can be used in your favour or against
positive,now i first before i proceed it's my job to notify you that this wine are been recorded and morty taught by the hmrc headquarter as well as by the judicial court house even your local state authorities does attorney general office and i will how we appreciate you if you do not instruct me and which walang speaking i want you to listen to me very carefully i promise i will give you fair enough chance to speak and write your entrance question once i complete my heart like a r c here what happened the hmrc have conducted our audit on your pecs filing for the period in between 2010 to 2016 on this particular that i'm talking i'm talking for your last six years 2010
positive,14 15 and 16 and when we completed the sorry we found out under section 150 of the ica income tax that you have inappropriately underpaid your taxes and the amount of 3994 lbs have been under paid by you now it is claimed that it has been unpaid a kind of miscalculation whenever you are filing your taxes you should be very correct with the digits because it's a single did it got mistake and you're telling than your whole calculation in mound that's wrong and in that case it is come as a miscalculation error
positive,induration between those year there were several errors in your taxes and we have a strong evidence that shows it is well i'm on it . add a note on negligence but we have a reason to believe that it was a well full of them with an intention to defraud the hmrc because we tried to notify you twice with the written letter and to those that but molded time you was not here at your home as those where certified planners we need your signature to deliver as the ladder can be the liver as you was not just your home the letter bounce back to us because if we left out those documentation without your signature you might face added to the same problem and we are not authorized for that we are not responsible for that
positive,now you have reached to the tax Investigation Department of the hm revenue and Customs and the reason why you receive the phone call from the hm revenue and Customs if you just take down yourself it' information semester Morrison do you have a solicitor or a lawyer London 2012 on Saturday the head of Investigation Department do work on Saturday just because Christmas coming on and we need to shutdown after that we do work on Saturday WhatsApp contact reason why I'm asking you for the solicitor this because the that is the legal case with husband file against your name from the land revenue are you aware about that

positive,as he was not responding for the yellow sleep which was laugh at your doorstep hmrc thought that you was trying to run away from the situation you are heading yourself and your trying to front with the government still in this case this is the only reason why there is a serious legal case against you has been filed to the courthouse regarding for serious allegation on your name this serious allegations are count number one violation of revenue tax regulation house number two violation of hmrc taxation revenue code count number three step by deception and count number for willful misrepresentation of informational text evasion and tax avoidance to the government organized
positive,we have decided to forcefully recollect this amount from you by involving the hmrc court psl a 2011 slash 18 against to what this could mean to us hmrc will lean on your facialist even including your house car and all your known bank account will be frozen and confiscated starting today it shall also be published in local media and local newspapers with your recent identity proof any existing payment plan with the hmrc shell determination under section 38 up hmrc code in addition to recording criminal conviction decor house may impose security bones community community service other funds additional penalties and for some offense imprisonment and as your passport say daddy and your dragon plushies will be pleased and they will also file a right-click notice on the section a now if you have any question please go animax me before i sign up your case paper and forward it to the the higher authorities  
positive,are you serious that you never receive a split just because the officer that wasn't hmrc officer of your local department became physically at your doorstep to deliver those documentation but as you was not present at your home the officer he drop a yellow striped at your doorstep and that sleep was to notify you to collect your documentation from your local post office until three days your documentation was mine down inside your local post office to 3 days the documentation was bounced back to us it seems that they're trying to flirt with the government with an intention
positive,listen i want you to be very honest because you are in the court of life and now i'm going to check your record your past record if we found any other cause you have any bad record then you won't get any chance
positive,i checked your record yes there is you have a good rica skate outside talk to my supervisor as well as with my senior officer ok did give you an auction you will be having two options right now you have to choose an option and you need to give me an answer right now either you need to have a bit so the sister for yourself who will be able to challenge the government and will be able to represent you inside the court i mean you need to find this case are you need to resolve it by key dead cells in an immediate basis let me explain you that if you're willing to find this case you need to get up that's all the teacher who will be able to represented inside a coin if you win this case you do not have to pay a single pound and nothing but in case you can lose this case the charges maybe two upto 20 to 25 thousand pounds
positive,is quezon according to the section 101 each and everything whatever you have under your name it will the seas by the federal government and another option to you
positive,to resolve this case outside of the courthouse before we take this case inside the court what you need to do you need to do a quick payment to the government in any medication or right to cancel your worn and inari to drop cancel all the charges on the journey which you have
positive,thank you for holding this is thief in your investigation officer my name is robert peel can i help you i was because i was results can i ask who i'm talking to you name is john smith yes hello john have you doing ok john the thing is that right now there is no option for you to pay the spot right now i'll be about to proceed this case legal in 20 minutes i would have to sign the papers often take it to court result today
positive,ok do you have enough to cover the 3990 pounds
positive,you have to get it out of your savings account but you have yes let me see what i can do sir can you give me your debit card number from abroad
positive,some informations so you will get some idea what's going on let me know one thing that this lines are being recorded and monitor from the court house while I am explaining you please do not interrupt in between if you have any question any query I will be more than happy to answer once I complete my part ok now once in every 5 years at chamar C conduct an internal audit on all the taxpayers in the country looking for the science of tax fraud and internal audit on the taxes that you have file from the year of 2013 to be off 2017 and we found that the total balance of 4998 Pound which is still pending on your name as a unpaid
positive,I need you or your retain solicitor of record to call us back the issue at hand is extremely time sensitive this is Officer Sarah Wilton hm revenue and Customs the hotline to my division is 012-747-9245 7 I repeat it is I want to 7479 to 457 do not disregard this message and call us back if you do not call us back or we do not hear the listener either then get ready to face the legal consequences
positive,so we have the reason to believe that this was not an innocent negligence but was done intentionally to defraud the government as a result there is a three allegation which has been pressed on the your name the allegations are come one violation of hmrc code come to tax fraud and tax evasion come true have to buy reception at this point of time we have decided to forcefully Rica like this amount from you by involving the revenue code 63318 against you it means that atom revenue and Customs is going to place a lean against all your personal assets including house and car all your home all your bank account debit card credit card will be frozen and suspended
positive,hmrc will also file a lean on your official assets your wages and benefit that you might be receiving from the government it will be stop your passport and driving licence will be suspended and your there will be a black mark against your National Insurance number and credit report and once we register this case in the court and inside the court you have to pay the court fees legal expands it will cost 19945 pound and 5 years present do you know if you have any questions please go ahead and ask me one by one Chef system operation I normally have my employer to DM
